Timestamp,CPU_Percent,Memory_Value,Memory_Unit,API_Phase
2025-04-03T16:12:39.078Z,17.08,716.20,MiB,DURING
2025-04-03T16:12:40.078Z,29.31,723.90,MiB,DURING
2025-04-03T16:12:41.078Z,18.62,717.80,MiB,DURING
2025-04-03T16:12:42.078Z,20.75,691.30,MiB,DURING
2025-04-03T16:12:43.079Z,1.07,691.30,MiB,DURING
2025-04-03T16:12:44.080Z,1.07,691.30,MiB,DURING
2025-04-03T16:12:45.080Z,28.31,714.30,MiB,DURING
2025-04-03T16:12:46.081Z,50.94,655.90,MiB,DURING
2025-04-03T16:12:47.081Z,18.74,664.70,MiB,DURING
2025-04-03T16:12:48.081Z,22.97,684.30,MiB,DURING
2025-04-03T16:12:49.082Z,40.48,686.60,MiB,DURING
2025-04-03T16:12:50.082Z,36.65,673.00,MiB,DURING
2025-04-03T16:12:51.082Z,27.41,696.50,MiB,DURING
2025-04-03T16:12:52.083Z,26.99,703.20,MiB,DURING
2025-04-03T16:12:53.083Z,56.55,627.00,MiB,DURING
2025-04-03T16:12:54.084Z,51.47,682.50,MiB,DURING
2025-04-03T16:12:55.084Z,13.86,622.70,MiB,DURING
2025-04-03T16:12:56.085Z,38.70,621.30,MiB,DURING
2025-04-03T16:12:57.086Z,1.20,621.60,MiB,DURING
2025-04-03T16:12:58.086Z,29.79,635.80,MiB,DURING
2025-04-03T16:12:59.086Z,21.32,641.10,MiB,DURING
2025-04-03T16:13:00.087Z,14.98,646.20,MiB,DURING
2025-04-03T16:13:01.087Z,1.19,645.40,MiB,DURING
2025-04-03T16:13:02.088Z,28.17,660.80,MiB,DURING
2025-04-03T16:13:03.089Z,18.69,586.50,MiB,DURING
2025-04-03T16:13:04.089Z,17.89,603.60,MiB,DURING
2025-04-03T16:13:05.089Z,0.81,601.10,MiB,DURING
2025-04-03T16:13:06.090Z,45.12,624.80,MiB,DURING
2025-04-03T16:13:07.091Z,11.78,613.20,MiB,DURING
2025-04-03T16:13:08.092Z,5.04,616.00,MiB,DURING
2025-04-03T16:13:09.092Z,6.22,620.20,MiB,DURING
2025-04-03T16:13:10.092Z,26.48,615.90,MiB,DURING
2025-04-03T16:13:11.093Z,13.42,599.10,MiB,DURING
2025-04-03T16:13:12.093Z,8.22,632.40,MiB,DURING
2025-04-03T16:13:13.093Z,20.89,581.80,MiB,DURING
2025-04-03T16:13:14.093Z,24.35,560.10,MiB,DURING
2025-04-03T16:13:15.093Z,31.62,599.10,MiB,DURING
2025-04-03T16:13:16.094Z,23.96,561.50,MiB,DURING
2025-04-03T16:13:17.094Z,11.34,565.00,MiB,DURING
2025-04-03T16:13:18.095Z,27.44,615.80,MiB,DURING
2025-04-03T16:13:19.096Z,22.25,567.70,MiB,DURING
2025-04-03T16:13:20.096Z,34.28,571.00,MiB,DURING
2025-04-03T16:13:21.097Z,17.22,584.90,MiB,DURING
2025-04-03T16:13:22.098Z,11.77,596.40,MiB,DURING
2025-04-03T16:13:23.097Z,37.27,649.30,MiB,DURING
2025-04-03T16:13:24.097Z,15.43,636.80,MiB,DURING
